GAME_DATE_EST,TEAM_NICKNAME,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,Away_TEAM_NICKNAME,Away_Team_Score,Away_PTS_QTR1,Away_PTS_QTR2,Away_PTS_QTR3,Away_PTS_QTR4,Away_PTS_OT1,Away_PTS_OT2,Away_PTS_OT3,Away_PTS_OT4,Away_PTS_OT5,Away_PTS_OT6,Away_PTS_OT7,Away_PTS_OT8,Away_PTS_OT9,Away_PTS_OT10,Home_Team_Score
2023-12-08T00:00:00,Cavaliers,17,36,35,23,0,0,0,0,0,0,0,0,0,0,Heat,99.0,25,27,23,24,0,0,0,0,0,0,0,0,0,0,111.0
2023-12-07T00:00:00,Pelicans,30,24,17,18,0,0,0,0,0,0,0,0,0,0,Lakers,133.0,29,38,43,23,0,0,0,0,0,0,0,0,0,0,89.0
2023-12-07T00:00:00,Bucks,29,22,43,25,0,0,0,0,0,0,0,0,0,0,Pacers,128.0,27,36,28,37,0,0,0,0,0,0,0,0,0,0,119.0
2023-12-06T00:00:00,Cavaliers,37,28,34,22,0,0,0,0,0,0,0,0,0,0,Magic,111.0,20,32,34,25,0,0,0,0,0,0,0,0,0,0,121.0
2023-12-06T00:00:00,Pistons,29,27,28,18,0,0,0,0,0,0,0,0,0,0,Grizzlies,116.0,31,21,30,34,0,0,0,0,0,0,0,0,0,0,102.0
2023-12-06T00:00:00,Warriors,22,26,34,28,0,0,0,0,0,0,0,0,0,0,Trail Blazers,106.0,26,29,31,20,0,0,0,0,0,0,0,0,0,0,110.0
2023-12-06T00:00:00,Nuggets,36,21,25,20,0,0,0,0,0,0,0,0,0,0,Clippers,111.0,21,40,18,32,0,0,0,0,0,0,0,0,0,0,102.0
2023-12-06T00:00:00,Rockets,32,23,25,30,0,0,0,0,0,0,0,0,0,0,Thunder,101.0,22,28,24,27,0,0,0,0,0,0,0,0,0,0,110.0
2023-12-06T00:00:00,Bulls,27,21,35,28,0,0,0,0,0,0,0,0,0,0,Hornets,100.0,24,20,20,36,0,0,0,0,0,0,0,0,0,0,111.0
2023-12-06T00:00:00,Hawks,33,23,26,31,0,0,0,0,0,0,0,0,0,0,Nets,114.0,31,22,28,33,0,0,0,0,0,0,0,0,0,0,113.0
2023-12-06T00:00:00,Jazz,29,22,23,23,0,0,0,0,0,0,0,0,0,0,Mavericks,147.0,40,34,35,38,0,0,0,0,0,0,0,0,0,0,97.0
2023-12-06T00:00:00,Spurs,22,31,18,23,0,0,0,0,0,0,0,0,0,0,Timberwolves,102.0,25,21,25,31,0,0,0,0,0,0,0,0,0,0,94.0
2023-12-06T00:00:00,Raptors,32,34,18,19,0,0,0,0,0,0,0,0,0,0,Heat,112.0,37,27,23,25,0,0,0,0,0,0,0,0,0,0,103.0
2023-12-06T00:00:00,Wizards,29,33,33,31,0,0,0,0,0,0,0,0,0,0,76ers,131.0,25,35,39,32,0,0,0,0,0,0,0,0,0,0,126.0
2023-12-05T00:00:00,Suns,23,24,35,21,0,0,0,0,0,0,0,0,0,0,Lakers,106.0,33,26,24,23,0,0,0,0,0,0,0,0,0,0,103.0
2023-12-05T00:00:00,Bucks,37,38,37,34,0,0,0,0,0,0,0,0,0,0,Knicks,122.0,35,37,24,26,0,0,0,0,0,0,0,0,0,0,146.0
2023-12-04T00:00:00,Pacers,22,26,37,37,0,0,0,0,0,0,0,0,0,0,Celtics,112.0,24,31,23,34,0,0,0,0,0,0,0,0,0,0,122.0
2023-12-04T00:00:00,Pelicans,35,34,31,27,0,0,0,0,0,0,0,0,0,0,Kings,117.0,36,25,30,26,0,0,0,0,0,0,0,0,0,0,127.0
2023-12-02T00:00:00,Warriors,33,34,25,20,0,0,0,0,0,0,0,0,0,0,Clippers,113.0,22,26,37,28,0,0,0,0,0,0,0,0,0,0,112.0
2023-12-02T00:00:00,Suns,27,23,34,32,0,0,0,0,0,0,0,0,0,0,Grizzlies,109.0,27,24,21,37,0,0,0,0,0,0,0,0,0,0,116.0
